ISO3,year,score,indicator_id,source
DJI,1996,0.319703444734374,climate_vulnerability_score,ND-GAIN
DMA,1996,0.58096840736508,climate_vulnerability_score,ND-GAIN
DOM,1996,0.315012627342318,climate_vulnerability_score,ND-GAIN
ECU,1996,0.30807213386172,climate_vulnerability_score,ND-GAIN
EGY,1996,0.346613487504977,climate_vulnerability_score,ND-GAIN
SLV,1996,0.291015316008297,climate_vulnerability_score,ND-GAIN
GNQ,1996,0.271222874326714,climate_vulnerability_score,ND-GAIN
ERI,1996,0.298467971764707,climate_vulnerability_score,ND-GAIN
EST,1996,0.467330412149247,climate_vulnerability_score,ND-GAIN
ETH,1996,0.282030887667329,climate_vulnerability_score,ND-GAIN
FJI,1996,0.391972266870431,climate_vulnerability_score,ND-GAIN
FIN,1996,0.680558630225286,climate_vulnerability_score,ND-GAIN
FRA,1996,0.581854157519184,climate_vulnerability_score,ND-GAIN
GAB,1996,0.359827188794628,climate_vulnerability_score,ND-GAIN
GMB,1996,0.373711929896538,climate_vulnerability_score,ND-GAIN
GEO,1996,0.318239874816932,climate_vulnerability_score,ND-GAIN
DEU,1996,0.62774356109432,climate_vulnerability_score,ND-GAIN
GHA,1996,0.323870114779642,climate_vulnerability_score,ND-GAIN
GRC,1996,0.442354003678396,climate_vulnerability_score,ND-GAIN
GRD,1996,0.473622443995621,climate_vulnerability_score,ND-GAIN
GTM,1996,0.265846866220165,climate_vulnerability_score,ND-GAIN
GIN,1996,0.308204666671245,climate_vulnerability_score,ND-GAIN
GNB,1996,0.292379720990759,climate_vulnerability_score,ND-GAIN
GUY,1996,0.361062787344527,climate_vulnerability_score,ND-GAIN
HTI,1996,0.244140665972391,climate_vulnerability_score,ND-GAIN
HND,1996,0.260452832738366,climate_vulnerability_score,ND-GAIN
HUN,1996,0.49691216925533,climate_vulnerability_score,ND-GAIN
ISL,1996,0.55977992013016,climate_vulnerability_score,ND-GAIN
IND,1996,0.358813756026884,climate_vulnerability_score,ND-GAIN
IDN,1996,0.344986450536596,climate_vulnerability_score,ND-GAIN
IRN,1996,0.321171176545349,climate_vulnerability_score,ND-GAIN
IRQ,1996,0.295288911856848,climate_vulnerability_score,ND-GAIN
IRL,1996,0.527871728587528,climate_vulnerability_score,ND-GAIN
ISR,1996,0.527092820131845,climate_vulnerability_score,ND-GAIN
ITA,1996,0.4816752303016,climate_vulnerability_score,ND-GAIN
JAM,1996,0.364977947841544,climate_vulnerability_score,ND-GAIN
JPN,1996,0.589219503089457,climate_vulnerability_score,ND-GAIN
JOR,1996,0.355772795523593,climate_vulnerability_score,ND-GAIN
KAZ,1996,0.348190184537779,climate_vulnerability_score,ND-GAIN
KEN,1996,0.285851582825245,climate_vulnerability_score,ND-GAIN
KIR,1996,0.374229572500216,climate_vulnerability_score,ND-GAIN
PRK,1996,0.381117616224221,climate_vulnerability_score,ND-GAIN
KOR,1996,0.56130863830388,climate_vulnerability_score,ND-GAIN
KWT,1996,0.383170440956906,climate_vulnerability_score,ND-GAIN
KGZ,1996,0.353903633280213,climate_vulnerability_score,ND-GAIN
LAO,1996,0.296412038378048,climate_vulnerability_score,ND-GAIN
LVA,1996,0.471362177169024,climate_vulnerability_score,ND-GAIN
LBN,1996,0.304230269441183,climate_vulnerability_score,ND-GAIN
LSO,1996,0.306874590992389,climate_vulnerability_score,ND-GAIN
LBR,1996,0.260796532608344,climate_vulnerability_score,ND-GAIN
LBY,1996,0.299907844915061,climate_vulnerability_score,ND-GAIN
LIE,1996,0.54663750667555,climate_vulnerability_score,ND-GAIN
LTU,1996,0.456547166767263,climate_vulnerability_score,ND-GAIN
LUX,1996,0.555757245260258,climate_vulnerability_score,ND-GAIN
MKD,1996,0.34956091029346,climate_vulnerability_score,ND-GAIN
MDG,1996,0.313637855580432,climate_vulnerability_score,ND-GAIN
MWI,1996,0.302858188541615,climate_vulnerability_score,ND-GAIN
MYS,1996,0.39247914669788,climate_vulnerability_score,ND-GAIN
MDV,1996,0.385183172327939,climate_vulnerability_score,ND-GAIN
MLI,1996,0.32338598831682,climate_vulnerability_score,ND-GAIN
